ENSG00000000005	ENSMMUG00000008212
ENSG00000123570	ENSMMUG00000055723
ENSG00000123572	ENSMMUG00000011601
ENSG00000123575	ENSMMUG00000022281
ENSG00000123576	ENSMMUG00000063653
ENSG00000123584	ENSMMUG00000007059
ENSG00000123595	ENSMMUG00000022618
ENSG00000123600	ENSMMUG00000054176
ENSG00000123607	ENSMMUG00000008400
ENSG00000123609	ENSMMUG00000017781
ENSG00000123610	ENSMMUG00000010927
ENSG00000123612	ENSMMUG00000003707
ENSG00000123636	ENSMMUG00000006182
ENSG00000123643	ENSMMUG00000003499
ENSG00000123684	ENSMMUG00000020560
ENSG00000123685	ENSMMUG00000015056
ENSG00000123689	ENSMMUG00000045482
ENSG00000123700	ENSMMUG00000056768
ENSG00000123728	ENSMMUG00000048745
ENSG00000123737	ENSMMUG00000009816
ENSG00000123810	ENSMMUG00000064979
ENSG00000123815	ENSMMUG00000004228
ENSG00000123836	ENSMMUG00000022170
ENSG00000123843	ENSMMUG00000022168
ENSG00000123892	ENSMMUG00000016006
ENSG00000123908	ENSMMUG00000008045
ENSG00000123933	ENSMMUG00000048558
ENSG00000123975	ENSMMUG00000064761
ENSG00000123977	ENSMMUG00000013252
ENSG00000123983	ENSMMUG00000005393
ENSG00000123989	ENSMMUG00000013242
ENSG00000123992	ENSMMUG00000017929
ENSG00000123999	ENSMMUG00000007483
ENSG00000124003	ENSMMUG00000015649
ENSG00000124006	ENSMMUG00000007481
ENSG00000124019	ENSMMUG00000022899
ENSG00000124067	ENSMMUG00000008491
ENSG00000124074	ENSMMUG00000009808
ENSG00000124089	ENSMMUG00000051905
ENSG00000124091	ENSMMUG00000062215
ENSG00000124092	ENSMMUG00000016802
ENSG00000124098	ENSMMUG00000061353
ENSG00000124102	ENSMMUG00000063099
ENSG00000124103	ENSMMUG00000000079
ENSG00000124103	ENSMMUG00000046647
ENSG00000124104	ENSMMUG00000023515
ENSG00000124107	ENSMMUG00000050091
ENSG00000124120	ENSMMUG00000013968
ENSG00000124126	ENSMMUG00000015072
ENSG00000124134	ENSMMUG00000013214
ENSG00000124140	ENSMMUG00000016553
ENSG00000124143	ENSMMUG00000002745
ENSG00000124145	ENSMMUG00000048424
ENSG00000124151	ENSMMUG00000012020
ENSG00000124155	ENSMMUG00000003410
ENSG00000124157	ENSMMUG00000017560
ENSG00000124159	ENSMMUG00000003402
ENSG00000124160	ENSMMUG00000016555
ENSG00000124164	ENSMMUG00000052716
ENSG00000124164	ENSMMUG00000063760
ENSG00000124171	ENSMMUG00000064108
ENSG00000124172	ENSMMUG00000053623
ENSG00000124177	ENSMMUG00000020458
ENSG00000124181	ENSMMUG00000005905
ENSG00000124191	ENSMMUG00000002810
ENSG00000124193	ENSMMUG00000006742
ENSG00000124194	ENSMMUG00000002839
ENSG00000124196	ENSMMUG00000031325
ENSG00000124198	ENSMMUG00000019635
ENSG00000124201	ENSMMUG00000023623
ENSG00000124203	ENSMMUG00000020745
ENSG00000124205	ENSMMUG00000016131
ENSG00000124207	ENSMMUG00000019636
ENSG00000124209	ENSMMUG00000000125
ENSG00000124212	ENSMMUG00000021692
ENSG00000124214	ENSMMUG00000002302
ENSG00000124215	ENSMMUG00000008123
ENSG00000124216	ENSMMUG00000063295
ENSG00000124217	ENSMMUG00000002758
ENSG00000124222	ENSMMUG00000001833
ENSG00000124225	ENSMMUG00000022589
ENSG00000124226	ENSMMUG00000000757
ENSG00000124227	ENSMMUG00000019946
ENSG00000124228	ENSMMUG00000023621
ENSG00000124232	ENSMMUG00000003404
ENSG00000124237	ENSMMUG00000057227
ENSG00000124243	ENSMMUG00000047263
ENSG00000124251	ENSMMUG00000003408
ENSG00000124253	ENSMMUG00000022586
ENSG00000124256	ENSMMUG00000022588
ENSG00000124257	ENSMMUG00000058326
ENSG00000124260	ENSMMUG00000063217
ENSG00000124275	ENSMMUG00000018747
ENSG00000124279	ENSMMUG00000018746
ENSG00000124299	ENSMMUG00000006128
ENSG00000124302	ENSMMUG00000018024
ENSG00000124313	ENSMMUG00000020555
ENSG00000124333	ENSMMUG00000002015
ENSG00000124334	ENSMMUG00000002016
ENSG00000124343	ENSMMUG00000018688
ENSG00000124356	ENSMMUG00000010864
ENSG00000124357	ENSMMUG00000002096
ENSG00000124370	ENSMMUG00000008396
ENSG00000124370	ENSMMUG00000058328
ENSG00000124374	ENSMMUG00000006330
ENSG00000124380	ENSMMUG00000010224
ENSG00000124383	ENSMMUG00000008397
ENSG00000124391	ENSMMUG00000014324
ENSG00000124406	ENSMMUG00000017733
ENSG00000124422	ENSMMUG00000005377
ENSG00000124429	ENSMMUG00000013604
ENSG00000124440	ENSMMUG00000000215
ENSG00000124444	ENSMMUG00000054126
ENSG00000124449	ENSMMUG00000044697
ENSG00000124459	ENSMMUG00000021474
ENSG00000124466	ENSMMUG00000054323
ENSG00000124467	ENSMMUG00000039210
ENSG00000124467	ENSMMUG00000047533
ENSG00000124467	ENSMMUG00000050799
ENSG00000124467	ENSMMUG00000055813
ENSG00000124469	ENSMMUG00000044353
ENSG00000124479	ENSMMUG00000018001
ENSG00000124486	ENSMMUG00000013753
ENSG00000124491	ENSMMUG00000001248
ENSG00000124493	ENSMMUG00000023046
ENSG00000124496	ENSMMUG00000005575
ENSG00000124507	ENSMMUG00000007811
ENSG00000124523	ENSMMUG00000008678
ENSG00000124532	ENSMMUG00000001018
ENSG00000124535	ENSMMUG00000007143
ENSG00000124541	ENSMMUG00000057976
ENSG00000124557	ENSMMUG00000023008
ENSG00000124564	ENSMMUG00000002583
ENSG00000124568	ENSMMUG00000002582
ENSG00000124570	ENSMMUG00000037816
ENSG00000124571	ENSMMUG00000015193
ENSG00000124574	ENSMMUG00000015569
ENSG00000124575	ENSMMUG00000022050
ENSG00000124587	ENSMMUG00000001394
ENSG00000124588	ENSMMUG00000008487
ENSG00000124596	ENSMMUG00000021172
ENSG00000124602	ENSMMUG00000021168
ENSG00000124608	ENSMMUG00000014387
ENSG00000124610	ENSMMUG00000059711
ENSG00000124613	ENSMMUG00000061296
ENSG00000124614	ENSMMUG00000019532
ENSG00000124615	ENSMMUG00000021315
ENSG00000124635	ENSMMUG00000040348
ENSG00000124659	ENSMMUG00000001305
ENSG00000124664	ENSMMUG00000056340
ENSG00000124678	ENSMMUG00000021720
ENSG00000124688	ENSMMUG00000059717
ENSG00000124701	ENSMMUG00000021171
ENSG00000124702	ENSMMUG00000000766
ENSG00000124713	ENSMMUG00000001393
ENSG00000124721	ENSMMUG00000023381
ENSG00000124731	ENSMMUG00000003674
ENSG00000124733	ENSMMUG00000004871
ENSG00000124743	ENSMMUG00000023789
ENSG00000124749	ENSMMUG00000007616
ENSG00000124762	ENSMMUG00000055964
ENSG00000124766	ENSMMUG00000014454
ENSG00000124767	ENSMMUG00000062055
ENSG00000124772	ENSMMUG00000005854
ENSG00000124780	ENSMMUG00000013644
ENSG00000124782	ENSMMUG00000007852
ENSG00000124783	ENSMMUG00000002147
ENSG00000124784	ENSMMUG00000015577
ENSG00000124785	ENSMMUG00000064807
ENSG00000124786	ENSMMUG00000010672
ENSG00000124787	ENSMMUG00000004966
ENSG00000124788	ENSMMUG00000002940
ENSG00000124789	ENSMMUG00000001993
ENSG00000124795	ENSMMUG00000019763
ENSG00000124812	ENSMMUG00000004190
ENSG00000124813	ENSMMUG00000019819
ENSG00000124818	ENSMMUG00000013751
ENSG00000124827	ENSMMUG00000007719
ENSG00000124839	ENSMMUG00000012094
ENSG00000124875	ENSMMUG00000062421
ENSG00000124882	ENSMMUG00000058506
ENSG00000124900	ENSMMUG00000064584
ENSG00000124920	ENSMMUG00000006655
ENSG00000124935	ENSMMUG00000004424
ENSG00000124939	ENSMMUG00000054866
ENSG00000124942	ENSMMUG00000022301
ENSG00000125037	ENSMMUG00000018290
ENSG00000125046	ENSMMUG00000009699
ENSG00000125084	ENSMMUG00000015709
ENSG00000125089	ENSMMUG00000030400
ENSG00000125107	ENSMMUG00000014625
ENSG00000125124	ENSMMUG00000013268
ENSG00000125148	ENSMMUG00000049822
ENSG00000125149	ENSMMUG00000018102
ENSG00000125166	ENSMMUG00000006000
ENSG00000125170	ENSMMUG00000020475
ENSG00000125207	ENSMMUG00000005629
ENSG00000125245	ENSMMUG00000060781
ENSG00000125246	ENSMMUG00000003558
ENSG00000125247	ENSMMUG00000000481
ENSG00000125249	ENSMMUG00000062318
ENSG00000125255	ENSMMUG00000007664
ENSG00000125257	ENSMMUG00000021807
ENSG00000125266	ENSMMUG00000009892
ENSG00000125285	ENSMMUG00000046362
ENSG00000125304	ENSMMUG00000019556
ENSG00000125319	ENSMMUG00000006808
ENSG00000125337	ENSMMUG00000020444
ENSG00000125347	ENSMMUG00000008100
ENSG00000125351	ENSMMUG00000020222
ENSG00000125352	ENSMMUG00000020223
ENSG00000125354	ENSMMUG00000017669
ENSG00000125355	ENSMMUG00000011074
ENSG00000125356	ENSMMUG00000032359
ENSG00000125363	ENSMMUG00000008256
ENSG00000125375	ENSMMUG00000002615
ENSG00000125378	ENSMMUG00000000429
ENSG00000125384	ENSMMUG00000000023
ENSG00000125386	ENSMMUG00000013158
ENSG00000125398	ENSMMUG00000063817
ENSG00000125409	ENSMMUG00000002208
ENSG00000125430	ENSMMUG00000053284
ENSG00000125434	ENSMMUG00000013544
ENSG00000125445	ENSMMUG00000063156
ENSG00000125447	ENSMMUG00000018021
ENSG00000125449	ENSMMUG00000029833
ENSG00000125450	ENSMMUG00000018018
ENSG00000125454	ENSMMUG00000018031
ENSG00000125458	ENSMMUG00000029832
ENSG00000125459	ENSMMUG00000009981
ENSG00000125459	ENSMMUG00000062397
ENSG00000125482	ENSMMUG00000006833
ENSG00000125484	ENSMMUG00000009915
ENSG00000125485	ENSMMUG00000004590
ENSG00000125492	ENSMMUG00000058445
ENSG00000125503	ENSMMUG00000021965
ENSG00000125505	ENSMMUG00000010426
ENSG00000125508	ENSMMUG00000050161
ENSG00000125510	ENSMMUG00000043739
ENSG00000125520	ENSMMUG00000020711
ENSG00000125522	ENSMMUG00000055922
ENSG00000125531	ENSMMUG00000006069
ENSG00000125533	ENSMMUG00000037896
ENSG00000125534	ENSMMUG00000048418
ENSG00000125538	ENSMMUG00000061716
ENSG00000125571	ENSMMUG00000005922
ENSG00000125611	ENSMMUG00000007779
ENSG00000125618	ENSMMUG00000011578
ENSG00000125629	ENSMMUG00000006354
ENSG00000125630	ENSMMUG00000009468
ENSG00000125633	ENSMMUG00000039116
ENSG00000125637	ENSMMUG00000011572
ENSG00000125648	ENSMMUG00000005598
ENSG00000125650	ENSMMUG00000053244
ENSG00000125652	ENSMMUG00000000054
ENSG00000125656	ENSMMUG00000028914
ENSG00000125657	ENSMMUG00000001985
ENSG00000125675	ENSMMUG00000009054
ENSG00000125676	ENSMMUG00000003745
ENSG00000125686	ENSMMUG00000009132
ENSG00000125691	ENSMMUG00000052542
ENSG00000125691	ENSMMUG00000062400
ENSG00000125703	ENSMMUG00000000386
ENSG00000125726	ENSMMUG00000011042
ENSG00000125730	ENSMMUG00000008693
ENSG00000125731	ENSMMUG00000008699
ENSG00000125733	ENSMMUG00000008697
ENSG00000125734	ENSMMUG00000008695
ENSG00000125734	ENSMMUG00000040000
ENSG00000125735	ENSMMUG00000051945
ENSG00000125740	ENSMMUG00000014430
ENSG00000125741	ENSMMUG00000053242
ENSG00000125743	ENSMMUG00000006937
ENSG00000125743	ENSMMUG00000032370
ENSG00000125744	ENSMMUG00000011716
ENSG00000125746	ENSMMUG00000038377
ENSG00000125753	ENSMMUG00000022938
ENSG00000125755	ENSMMUG00000015428
ENSG00000125772	ENSMMUG00000001809
ENSG00000125775	ENSMMUG00000018165
ENSG00000125779	ENSMMUG00000019956
ENSG00000125780	ENSMMUG00000007819
ENSG00000125787	ENSMMUG00000005890
ENSG00000125798	ENSMMUG00000010410
ENSG00000125810	ENSMMUG00000016813
ENSG00000125812	ENSMMUG00000022387
ENSG00000125813	ENSMMUG00000019409
ENSG00000125814	ENSMMUG00000022388
ENSG00000125815	ENSMMUG00000016489
ENSG00000125816	ENSMMUG00000011409
ENSG00000125817	ENSMMUG00000018921
ENSG00000125818	ENSMMUG00000004709
ENSG00000125820	ENSMMUG00000056728
ENSG00000125821	ENSMMUG00000010744
ENSG00000125821	ENSMMUG00000012880
ENSG00000125823	ENSMMUG00000055975
ENSG00000125826	ENSMMUG00000012601
ENSG00000125827	ENSMMUG00000021137
ENSG00000125831	ENSMMUG00000022393
ENSG00000125834	ENSMMUG00000004305
ENSG00000125835	ENSMMUG00000010050
ENSG00000125841	ENSMMUG00000012599
ENSG00000125843	ENSMMUG00000057292
ENSG00000125844	ENSMMUG00000013787
ENSG00000125845	ENSMMUG00000064170
ENSG00000125846	ENSMMUG00000014453
ENSG00000125848	ENSMMUG00000002916
ENSG00000125850	ENSMMUG00000053412
ENSG00000125851	ENSMMUG00000014626
ENSG00000125861	ENSMMUG00000006483
ENSG00000125863	ENSMMUG00000031166
ENSG00000125864	ENSMMUG00000014632
ENSG00000125868	ENSMMUG00000013786
ENSG00000125869	ENSMMUG00000003276
ENSG00000125870	ENSMMUG00000061754
ENSG00000125871	ENSMMUG00000011479
ENSG00000125872	ENSMMUG00000064554
ENSG00000125875	ENSMMUG00000004461
ENSG00000125877	ENSMMUG00000061481
ENSG00000125878	ENSMMUG00000056387
ENSG00000125879	ENSMMUG00000014494
ENSG00000125885	ENSMMUG00000013740
ENSG00000125888	ENSMMUG00000016037
ENSG00000125895	ENSMMUG00000004711
ENSG00000125898	ENSMMUG00000047879
ENSG00000125900	ENSMMUG00000061976
ENSG00000125901	ENSMMUG00000063622
ENSG00000125903	ENSMMUG00000060859
ENSG00000125912	ENSMMUG00000017036
ENSG00000125944	ENSMMUG00000010970
ENSG00000125945	ENSMMUG00000010973
ENSG00000125952	ENSMMUG00000004341
ENSG00000125962	ENSMMUG00000005291
ENSG00000125965	ENSMMUG00000057979
ENSG00000125966	ENSMMUG00000018206
ENSG00000125967	ENSMMUG00000023543
ENSG00000125968	ENSMMUG00000004403
ENSG00000125970	ENSMMUG00000018093
ENSG00000125971	ENSMMUG00000031253
ENSG00000125975	ENSMMUG00000007344
ENSG00000125977	ENSMMUG00000018095
ENSG00000125991	ENSMMUG00000023456
ENSG00000125995	ENSMMUG00000053030
ENSG00000125998	ENSMMUG00000018210
ENSG00000125999	ENSMMUG00000062078
ENSG00000126001	ENSMMUG00000007335
ENSG00000126001	ENSMMUG00000059957
ENSG00000126003	ENSMMUG00000000118
ENSG00000126010	ENSMMUG00000023688
ENSG00000126012	ENSMMUG00000020553
ENSG00000126016	ENSMMUG00000007688
ENSG00000126062	ENSMMUG00000057917
ENSG00000126067	ENSMMUG00000013090
ENSG00000126070	ENSMMUG00000006252
ENSG00000126088	ENSMMUG00000016623
ENSG00000126091	ENSMMUG00000015555
ENSG00000126106	ENSMMUG00000064464
ENSG00000126107	ENSMMUG00000012993
ENSG00000126214	ENSMMUG00000006803
ENSG00000126215	ENSMMUG00000029181
ENSG00000126216	ENSMMUG00000013617
ENSG00000126217	ENSMMUG00000048566
ENSG00000126218	ENSMMUG00000001038
ENSG00000126226	ENSMMUG00000001041
ENSG00000126231	ENSMMUG00000001039
ENSG00000126233	ENSMMUG00000018303
ENSG00000126243	ENSMMUG00000062667
ENSG00000126246	ENSMMUG00000002384
ENSG00000126247	ENSMMUG00000000249
ENSG00000126247	ENSMMUG00000038584
ENSG00000126249	ENSMMUG00000005883
ENSG00000126251	ENSMMUG00000058931
ENSG00000126254	ENSMMUG00000018954
ENSG00000126259	ENSMMUG00000017051
ENSG00000126261	ENSMMUG00000005884
ENSG00000126262	ENSMMUG00000002695
ENSG00000126264	ENSMMUG00000019758
ENSG00000126266	ENSMMUG00000062200
ENSG00000126267	ENSMMUG00000055747
ENSG00000126337	ENSMMUG00000018646
ENSG00000126351	ENSMMUG00000002931
ENSG00000126353	ENSMMUG00000002102
ENSG00000126368	ENSMMUG00000002933
ENSG00000126391	ENSMMUG00000023300
ENSG00000126432	ENSMMUG00000013397
ENSG00000126453	ENSMMUG00000003926
ENSG00000126456	ENSMMUG00000022735
ENSG00000126457	ENSMMUG00000003029
ENSG00000126458	ENSMMUG00000028733
ENSG00000126460	ENSMMUG00000049747
ENSG00000126461	ENSMMUG00000012938
ENSG00000126464	ENSMMUG00000012937
ENSG00000126467	ENSMMUG00000019328
ENSG00000126500	ENSMMUG00000000482
ENSG00000126522	ENSMMUG00000011871
ENSG00000126524	ENSMMUG00000045653
ENSG00000126524	ENSMMUG00000064520
ENSG00000126545	ENSMMUG00000047324
ENSG00000126561	ENSMMUG00000010705
ENSG00000126562	ENSMMUG00000016616
ENSG00000126581	ENSMMUG00000029971
ENSG00000126583	ENSMMUG00000007972
ENSG00000126602	ENSMMUG00000021868
ENSG00000126603	ENSMMUG00000015758
ENSG00000126653	ENSMMUG00000012121
ENSG00000126698	ENSMMUG00000017080
ENSG00000126698	ENSMMUG00000023395
ENSG00000126705	ENSMMUG00000009868
ENSG00000126709	ENSMMUG00000011454
ENSG00000126733	ENSMMUG00000016777
ENSG00000126746	ENSMMUG00000016990
ENSG00000126749	ENSMMUG00000010207
ENSG00000126756	ENSMMUG00000018535
ENSG00000126759	ENSMMUG00000032465
ENSG00000126767	ENSMMUG00000014840
ENSG00000126767	ENSMMUG00000019420
ENSG00000126768	ENSMMUG00000004547
ENSG00000126773	ENSMMUG00000015443
ENSG00000126775	ENSMMUG00000065022
ENSG00000126777	ENSMMUG00000006650
ENSG00000126778	ENSMMUG00000058852
ENSG00000126785	ENSMMUG00000008203
ENSG00000126787	ENSMMUG00000003567
ENSG00000126790	ENSMMUG00000008717
ENSG00000126804	ENSMMUG00000004748
ENSG00000126814	ENSMMUG00000013611
ENSG00000126821	ENSMMUG00000023556
ENSG00000126822	ENSMMUG00000019170
ENSG00000126838	ENSMMUG00000003238
ENSG00000126858	ENSMMUG00000018222
ENSG00000126860	ENSMMUG00000008604
ENSG00000126861	ENSMMUG00000006824
ENSG00000126870	ENSMMUG00000006973
ENSG00000126878	ENSMMUG00000042881
ENSG00000126882	ENSMMUG00000021278
ENSG00000126883	ENSMMUG00000021724
ENSG00000126890	ENSMMUG00000045112
ENSG00000126890	ENSMMUG00000052573
ENSG00000126895	ENSMMUG00000064945
ENSG00000126903	ENSMMUG00000009015
ENSG00000126934	ENSMMUG00000019564
ENSG00000126945	ENSMMUG00000019580
ENSG00000126947	ENSMMUG00000023604
ENSG00000126950	ENSMMUG00000065018
ENSG00000126953	ENSMMUG00000052483
ENSG00000126970	ENSMMUG00000006916
ENSG00000127022	ENSMMUG00000012370
ENSG00000127054	ENSMMUG00000013866
ENSG00000127074	ENSMMUG00000059086
ENSG00000127080	ENSMMUG00000004642
ENSG00000127081	ENSMMUG00000002396
ENSG00000127083	ENSMMUG00000061517
ENSG00000127084	ENSMMUG00000020795
ENSG00000127124	ENSMMUG00000016215
ENSG00000127125	ENSMMUG00000013126
ENSG00000127129	ENSMMUG00000016214
ENSG00000127152	ENSMMUG00000003261
ENSG00000127184	ENSMMUG00000040409
ENSG00000127191	ENSMMUG00000011527
ENSG00000127220	ENSMMUG00000009656
ENSG00000127241	ENSMMUG00000013004
ENSG00000127249	ENSMMUG00000009764
ENSG00000127252	ENSMMUG00000008865
ENSG00000127311	ENSMMUG00000016628
ENSG00000127314	ENSMMUG00000011442
ENSG00000127318	ENSMMUG00000018724
ENSG00000127324	ENSMMUG00000006469
ENSG00000127325	ENSMMUG00000004786
ENSG00000127328	ENSMMUG00000051498
ENSG00000127329	ENSMMUG00000011072
ENSG00000127334	ENSMMUG00000011650
ENSG00000127337	ENSMMUG00000046235
ENSG00000127362	ENSMMUG00000059165
ENSG00000127364	ENSMMUG00000022439
ENSG00000127366	ENSMMUG00000056110
ENSG00000127377	ENSMMUG00000006249
ENSG00000127399	ENSMMUG00000005233
ENSG00000127412	ENSMMUG00000044463
ENSG00000127415	ENSMMUG00000057764
ENSG00000127418	ENSMMUG00000032300
ENSG00000127419	ENSMMUG00000017221
ENSG00000127423	ENSMMUG00000007856
ENSG00000127445	ENSMMUG00000061103
ENSG00000127452	ENSMMUG00000007875
ENSG00000127463	ENSMMUG00000006688
ENSG00000127472	ENSMMUG00000064805
ENSG00000127481	ENSMMUG00000006669
ENSG00000127483	ENSMMUG00000008852
ENSG00000127507	ENSMMUG00000018932
ENSG00000127511	ENSMMUG00000018504
ENSG00000127515	ENSMMUG00000050032
ENSG00000127526	ENSMMUG00000012959
ENSG00000127527	ENSMMUG00000000994
ENSG00000127528	ENSMMUG00000028855
ENSG00000127529	ENSMMUG00000059377
ENSG00000127530	ENSMMUG00000053889
ENSG00000127533	ENSMMUG00000058540
ENSG00000127554	ENSMMUG00000052399
ENSG00000127561	ENSMMUG00000007960
ENSG00000127564	ENSMMUG00000004214
ENSG00000127578	ENSMMUG00000021967
ENSG00000127580	ENSMMUG00000001986
ENSG00000127585	ENSMMUG00000016906
ENSG00000127586	ENSMMUG00000000843
ENSG00000127588	ENSMMUG00000000846
ENSG00000127603	ENSMMUG00000009562
ENSG00000127616	ENSMMUG00000012042
ENSG00000127663	ENSMMUG00000012677
ENSG00000127666	ENSMMUG00000014163
ENSG00000127720	ENSMMUG00000002514
ENSG00000127743	ENSMMUG00000021666
ENSG00000127774	ENSMMUG00000023391
ENSG00000127780	ENSMMUG00000050005
ENSG00000127804	ENSMMUG00000022007
ENSG00000127824	ENSMMUG00000019628
ENSG00000127831	ENSMMUG00000016899
ENSG00000127837	ENSMMUG00000022812
ENSG00000127838	ENSMMUG00000038299
ENSG00000127863	ENSMMUG00000004237
ENSG00000127870	ENSMMUG00000013900
ENSG00000127884	ENSMMUG00000046481
ENSG00000127903	ENSMMUG00000017851
ENSG00000127914	ENSMMUG00000002364
ENSG00000127920	ENSMMUG00000041616
ENSG00000127922	ENSMMUG00000004127
ENSG00000127928	ENSMMUG00000020579
ENSG00000127946	ENSMMUG00000005229
ENSG00000127947	ENSMMUG00000009004
ENSG00000127948	ENSMMUG00000020086
ENSG00000127951	ENSMMUG00000055568
ENSG00000127952	ENSMMUG00000020088
ENSG00000127954	ENSMMUG00000022697
ENSG00000127955	ENSMMUG00000023470
ENSG00000127980	ENSMMUG00000040007
ENSG00000127989	ENSMMUG00000015516
ENSG00000127990	ENSMMUG00000016394
ENSG00000127993	ENSMMUG00000015534
ENSG00000127995	ENSMMUG00000016393
ENSG00000128000	ENSMMUG00000041976
ENSG00000128000	ENSMMUG00000049374
ENSG00000128011	ENSMMUG00000058926
ENSG00000128016	ENSMMUG00000038702
ENSG00000128039	ENSMMUG00000010113
ENSG00000128040	ENSMMUG00000053539
ENSG00000128045	ENSMMUG00000052882
ENSG00000128050	ENSMMUG00000016366
ENSG00000128052	ENSMMUG00000012669
ENSG00000128059	ENSMMUG00000016362
ENSG00000128159	ENSMMUG00000014100
ENSG00000128165	ENSMMUG00000062822
ENSG00000128185	ENSMMUG00000000560
ENSG00000128185	ENSMMUG00000060325
ENSG00000128191	ENSMMUG00000020098
ENSG00000128203	ENSMMUG00000023441
ENSG00000128218	ENSMMUG00000053622
ENSG00000128228	ENSMMUG00000018798
ENSG00000128242	ENSMMUG00000064009
ENSG00000128250	ENSMMUG00000011863
ENSG00000128266	ENSMMUG00000001776
ENSG00000128268	ENSMMUG00000052578
ENSG00000128272	ENSMMUG00000055780
ENSG00000128274	ENSMMUG00000010194
ENSG00000128276	ENSMMUG00000011863
ENSG00000128283	ENSMMUG00000002868
ENSG00000128285	ENSMMUG00000017371
ENSG00000128294	ENSMMUG00000023450
ENSG00000128298	ENSMMUG00000002699
ENSG00000128309	ENSMMUG00000012350
ENSG00000128310	ENSMMUG00000053113
ENSG00000128311	ENSMMUG00000012349
ENSG00000128313	ENSMMUG00000048463
ENSG00000128322	ENSMMUG00000007341
ENSG00000128322	ENSMMUG00000064910
ENSG00000128335	ENSMMUG00000001537
ENSG00000128340	ENSMMUG00000048761
ENSG00000128342	ENSMMUG00000048630
ENSG00000128346	ENSMMUG00000021560
ENSG00000128383	ENSMMUG00000004015
ENSG00000128383	ENSMMUG00000042504
ENSG00000128408	ENSMMUG00000023007
ENSG00000128463	ENSMMUG00000012335
ENSG00000128482	ENSMMUG00000008540
ENSG00000128487	ENSMMUG00000018579
ENSG00000128510	ENSMMUG00000019377
ENSG00000128512	ENSMMUG00000002894
ENSG00000128513	ENSMMUG00000020587
ENSG00000128519	ENSMMUG00000064934
ENSG00000128524	ENSMMUG00000039360
ENSG00000128534	ENSMMUG00000060460
ENSG00000128536	ENSMMUG00000008189
ENSG00000128563	ENSMMUG00000059562
ENSG00000128564	ENSMMUG00000010164
ENSG00000128567	ENSMMUG00000018260
ENSG00000128573	ENSMMUG00000008005
ENSG00000128578	ENSMMUG00000019359
ENSG00000128581	ENSMMUG00000006136
ENSG00000128585	ENSMMUG00000018259
ENSG00000128590	ENSMMUG00000063700
ENSG00000128591	ENSMMUG00000006296
ENSG00000128594	ENSMMUG00000015436
ENSG00000128595	ENSMMUG00000009616
ENSG00000128596	ENSMMUG00000009625
ENSG00000128602	ENSMMUG00000012110
ENSG00000128604	ENSMMUG00000018478
ENSG00000128606	ENSMMUG00000012432
ENSG00000128607	ENSMMUG00000009325
ENSG00000128609	ENSMMUG00000017321
ENSG00000128610	ENSMMUG00000021542
ENSG00000128617	ENSMMUG00000060185
ENSG00000128626	ENSMMUG00000060269
ENSG00000128641	ENSMMUG00000001761
ENSG00000128645	ENSMMUG00000065344
ENSG00000128652	ENSMMUG00000051761
ENSG00000128654	ENSMMUG00000010185
ENSG00000128655	ENSMMUG00000002011
ENSG00000128656	ENSMMUG00000021797
ENSG00000128683	ENSMMUG00000015198
ENSG00000128694	ENSMMUG00000014315
ENSG00000128699	ENSMMUG00000014316
ENSG00000128708	ENSMMUG00000007313
ENSG00000128709	ENSMMUG00000032599
ENSG00000128710	ENSMMUG00000046368
