ENSG00000000003	ENSPTRG00000022087
ENSG00000112379	ENSPTRG00000018647
ENSG00000112394	ENSPTRG00000018506
ENSG00000112406	ENSPTRG00000018656
ENSG00000112414	ENSPTRG00000018663
ENSG00000112419	ENSPTRG00000018672
ENSG00000112425	ENSPTRG00000018681
ENSG00000112462	ENSPTRG00000047098
ENSG00000112473	ENSPTRG00000018035
ENSG00000112494	ENSPTRG00000018803
ENSG00000112499	ENSPTRG00000018768
ENSG00000112511	ENSPTRG00000018049
ENSG00000112514	ENSPTRG00000018050
ENSG00000112530	ENSPTRG00000048824
ENSG00000112531	ENSPTRG00000018785
ENSG00000112539	ENSPTRG00000018786
ENSG00000112541	ENSPTRG00000018787
ENSG00000112559	ENSPTRG00000018156
ENSG00000112559	ENSPTRG00000046530
ENSG00000112561	ENSPTRG00000018157
ENSG00000112561	ENSPTRG00000044465
ENSG00000112562	ENSPTRG00000018815
ENSG00000112576	ENSPTRG00000018164
ENSG00000112578	ENSPTRG00000018163
ENSG00000112584	ENSPTRG00000018825
ENSG00000112592	ENSPTRG00000018827
ENSG00000112599	ENSPTRG00000018168
ENSG00000112619	ENSPTRG00000018172
ENSG00000112624	ENSPTRG00000018174
ENSG00000112640	ENSPTRG00000018180
ENSG00000112651	ENSPTRG00000018186
ENSG00000112655	ENSPTRG00000018188
ENSG00000112658	ENSPTRG00000018189
ENSG00000112659	ENSPTRG00000018191
ENSG00000112667	ENSPTRG00000029662
ENSG00000112679	ENSPTRG00000017654
ENSG00000112685	ENSPTRG00000017657
ENSG00000112695	ENSPTRG00000050864
ENSG00000112697	ENSPTRG00000018355
ENSG00000112699	ENSPTRG00000017663
ENSG00000112701	ENSPTRG00000018357
ENSG00000112706	ENSPTRG00000018360
ENSG00000112715	ENSPTRG00000043213
ENSG00000112739	ENSPTRG00000017683
ENSG00000112742	ENSPTRG00000018371
ENSG00000112759	ENSPTRG00000018216
ENSG00000112761	ENSPTRG00000018512
ENSG00000112763	ENSPTRG00000043913
ENSG00000112769	ENSPTRG00000018514
ENSG00000112773	ENSPTRG00000047338
ENSG00000112782	ENSPTRG00000018230
ENSG00000112787	ENSPTRG00000005650
ENSG00000112796	ENSPTRG00000018232
ENSG00000112799	ENSPTRG00000017696
ENSG00000112812	ENSPTRG00000017843
ENSG00000112818	ENSPTRG00000018239
ENSG00000112837	ENSPTRG00000018390
ENSG00000112851	ENSPTRG00000016935
ENSG00000112852	ENSPTRG00000049042
ENSG00000112855	ENSPTRG00000017326
ENSG00000112874	ENSPTRG00000017114
ENSG00000112877	ENSPTRG00000016685
ENSG00000112893	ENSPTRG00000017122
ENSG00000112902	ENSPTRG00000016722
ENSG00000112936	ENSPTRG00000016824
ENSG00000112941	ENSPTRG00000016717
ENSG00000112964	ENSPTRG00000016836
ENSG00000112972	ENSPTRG00000016845
ENSG00000112977	ENSPTRG00000040212
ENSG00000112981	ENSPTRG00000017279
ENSG00000112983	ENSPTRG00000017280
ENSG00000112984	ENSPTRG00000017281
ENSG00000112992	ENSPTRG00000016851
ENSG00000112996	ENSPTRG00000016854
ENSG00000113013	ENSPTRG00000017290
ENSG00000113048	ENSPTRG00000016967
ENSG00000113068	ENSPTRG00000017310
ENSG00000113070	ENSPTRG00000017311
ENSG00000113073	ENSPTRG00000017312
ENSG00000113083	ENSPTRG00000017173
ENSG00000113088	ENSPTRG00000016870
ENSG00000113100	ENSPTRG00000016759
ENSG00000113108	ENSPTRG00000033999
ENSG00000113119	ENSPTRG00000017320
ENSG00000113140	ENSPTRG00000017436
ENSG00000113141	ENSPTRG00000046901
ENSG00000113161	ENSPTRG00000016994
ENSG00000113163	ENSPTRG00000016996
ENSG00000113194	ENSPTRG00000017563
ENSG00000113196	ENSPTRG00000017446
ENSG00000113209	ENSPTRG00000017334
ENSG00000113211	ENSPTRG00000017335
ENSG00000113212	ENSPTRG00000049066
ENSG00000113231	ENSPTRG00000017010
ENSG00000113240	ENSPTRG00000017605
ENSG00000113248	ENSPTRG00000017343
ENSG00000113249	ENSPTRG00000017459
ENSG00000113262	ENSPTRG00000017612
ENSG00000113263	ENSPTRG00000017464
ENSG00000113269	ENSPTRG00000017629
ENSG00000113272	ENSPTRG00000017473
ENSG00000113273	ENSPTRG00000017019
ENSG00000113282	ENSPTRG00000052146
ENSG00000113296	ENSPTRG00000017031
ENSG00000113300	ENSPTRG00000017636
ENSG00000113302	ENSPTRG00000017481
ENSG00000113303	ENSPTRG00000017644
ENSG00000113312	ENSPTRG00000017484
ENSG00000113318	ENSPTRG00000017043
ENSG00000113319	ENSPTRG00000017044
ENSG00000113327	ENSPTRG00000051998
ENSG00000113328	ENSPTRG00000017501
ENSG00000113356	ENSPTRG00000017068
ENSG00000113360	ENSPTRG00000016762
ENSG00000113361	ENSPTRG00000016761
ENSG00000113368	ENSPTRG00000017188
ENSG00000113368	ENSPTRG00000046590
ENSG00000113369	ENSPTRG00000017072
ENSG00000113384	ENSPTRG00000016768
ENSG00000113387	ENSPTRG00000048895
ENSG00000113389	ENSPTRG00000016773
ENSG00000113391	ENSPTRG00000017074
ENSG00000113396	ENSPTRG00000017201
ENSG00000113407	ENSPTRG00000016775
ENSG00000113430	ENSPTRG00000046893
ENSG00000113441	ENSPTRG00000017097
ENSG00000113448	ENSPTRG00000016900
ENSG00000113456	ENSPTRG00000016783
ENSG00000113460	ENSPTRG00000016784
ENSG00000113492	ENSPTRG00000016786
ENSG00000113494	ENSPTRG00000016787
ENSG00000113504	ENSPTRG00000016692
ENSG00000113520	ENSPTRG00000017220
ENSG00000113520	ENSPTRG00000044483
ENSG00000113522	ENSPTRG00000017218
ENSG00000113522	ENSPTRG00000045876
ENSG00000113525	ENSPTRG00000017217
ENSG00000113525	ENSPTRG00000045848
ENSG00000113532	ENSPTRG00000042921
ENSG00000113552	ENSPTRG00000017357
ENSG00000113555	ENSPTRG00000017355
ENSG00000113558	ENSPTRG00000045225
ENSG00000113569	ENSPTRG00000016804
ENSG00000113575	ENSPTRG00000052040
ENSG00000113578	ENSPTRG00000017361
ENSG00000113580	ENSPTRG00000017363
ENSG00000113583	ENSPTRG00000017234
ENSG00000113593	ENSPTRG00000016930
ENSG00000113594	ENSPTRG00000016809
ENSG00000113595	ENSPTRG00000016931
ENSG00000113597	ENSPTRG00000016932
ENSG00000113600	ENSPTRG00000016816
ENSG00000113615	ENSPTRG00000017246
ENSG00000113621	ENSPTRG00000017251
ENSG00000113638	ENSPTRG00000016820
ENSG00000113643	ENSPTRG00000017507
ENSG00000113645	ENSPTRG00000017506
ENSG00000113648	ENSPTRG00000017256
ENSG00000113649	ENSPTRG00000017375
ENSG00000113657	ENSPTRG00000017380
ENSG00000113658	ENSPTRG00000050059
ENSG00000113716	ENSPTRG00000017408
ENSG00000113719	ENSPTRG00000017535
ENSG00000113721	ENSPTRG00000044533
ENSG00000113722	ENSPTRG00000017411
ENSG00000113732	ENSPTRG00000017538
ENSG00000113734	ENSPTRG00000017541
ENSG00000113739	ENSPTRG00000017543
ENSG00000113742	ENSPTRG00000017545
ENSG00000113749	ENSPTRG00000017551
ENSG00000113758	ENSPTRG00000017586
ENSG00000113761	ENSPTRG00000017573
ENSG00000113763	ENSPTRG00000017569
ENSG00000113790	ENSPTRG00000015699
ENSG00000113805	ENSPTRG00000015111
ENSG00000113810	ENSPTRG00000015579
ENSG00000113811	ENSPTRG00000015030
ENSG00000113812	ENSPTRG00000015029
ENSG00000113838	ENSPTRG00000015712
ENSG00000113845	ENSPTRG00000015255
ENSG00000113851	ENSPTRG00000014565
ENSG00000113889	ENSPTRG00000015717
ENSG00000113905	ENSPTRG00000015716
ENSG00000113916	ENSPTRG00000015728
ENSG00000113924	ENSPTRG00000015271
ENSG00000113946	ENSPTRG00000015739
ENSG00000113966	ENSPTRG00000015139
ENSG00000113971	ENSPTRG00000040799
ENSG00000114013	ENSPTRG00000015288
ENSG00000114019	ENSPTRG00000015421
ENSG00000114021	ENSPTRG00000015161
ENSG00000114023	ENSPTRG00000015292
ENSG00000114026	ENSPTRG00000014593
ENSG00000114030	ENSPTRG00000015293
ENSG00000114054	ENSPTRG00000015431
ENSG00000114062	ENSPTRG00000006829
ENSG00000114098	ENSPTRG00000015442
ENSG00000114107	ENSPTRG00000015448
ENSG00000114113	ENSPTRG00000015460
ENSG00000114115	ENSPTRG00000015461
ENSG00000114120	ENSPTRG00000015467
ENSG00000114124	ENSPTRG00000052431
ENSG00000114125	ENSPTRG00000039248
ENSG00000114126	ENSPTRG00000015479
ENSG00000114127	ENSPTRG00000015482
ENSG00000114166	ENSPTRG00000014685
ENSG00000114200	ENSPTRG00000015593
ENSG00000114204	ENSPTRG00000015596
ENSG00000114209	ENSPTRG00000015598
ENSG00000114248	ENSPTRG00000015608
ENSG00000114251	ENSPTRG00000045050
ENSG00000114268	ENSPTRG00000014889
ENSG00000114270	ENSPTRG00000014891
ENSG00000114279	ENSPTRG00000046123
ENSG00000114302	ENSPTRG00000014898
ENSG00000114315	ENSPTRG00000045020
ENSG00000114316	ENSPTRG00000014920
ENSG00000114331	ENSPTRG00000015762
ENSG00000114346	ENSPTRG00000015634
ENSG00000114349	ENSPTRG00000014949
ENSG00000114353	ENSPTRG00000014951
ENSG00000114354	ENSPTRG00000015165
ENSG00000114374	ENSPTRG00000022487
ENSG00000114378	ENSPTRG00000014956
ENSG00000114383	ENSPTRG00000050779
ENSG00000114388	ENSPTRG00000014961
ENSG00000114391	ENSPTRG00000015176
ENSG00000114391	ENSPTRG00000046386
ENSG00000114395	ENSPTRG00000014962
ENSG00000114405	ENSPTRG00000015070
ENSG00000114416	ENSPTRG00000015656
ENSG00000114423	ENSPTRG00000015184
ENSG00000114439	ENSPTRG00000015187
ENSG00000114446	ENSPTRG00000015189
ENSG00000114450	ENSPTRG00000015646
ENSG00000114455	ENSPTRG00000015190
ENSG00000114473	ENSPTRG00000015799
ENSG00000114480	ENSPTRG00000015119
ENSG00000114487	ENSPTRG00000015198
ENSG00000114491	ENSPTRG00000015312
ENSG00000114503	ENSPTRG00000048726
ENSG00000114520	ENSPTRG00000015320
ENSG00000114529	ENSPTRG00000015213
ENSG00000114541	ENSPTRG00000015098
ENSG00000114544	ENSPTRG00000015327
ENSG00000114547	ENSPTRG00000015309
ENSG00000114554	ENSPTRG00000015341
ENSG00000114573	ENSPTRG00000015235
ENSG00000114626	ENSPTRG00000015347
ENSG00000114631	ENSPTRG00000015346
ENSG00000114638	ENSPTRG00000015250
ENSG00000114646	ENSPTRG00000014874
ENSG00000114648	ENSPTRG00000014868
ENSG00000114650	ENSPTRG00000014872
ENSG00000114654	ENSPTRG00000015366
ENSG00000114656	ENSPTRG00000015363
ENSG00000114670	ENSPTRG00000015392
ENSG00000114686	ENSPTRG00000015396
ENSG00000114698	ENSPTRG00000015497
ENSG00000114735	ENSPTRG00000014966
ENSG00000114737	ENSPTRG00000014967
ENSG00000114738	ENSPTRG00000014968
ENSG00000114739	ENSPTRG00000014760
ENSG00000114742	ENSPTRG00000014765
ENSG00000114744	ENSPTRG00000015520
ENSG00000114745	ENSPTRG00000014766
ENSG00000114757	ENSPTRG00000015651
ENSG00000114767	ENSPTRG00000014980
ENSG00000114770	ENSPTRG00000050934
ENSG00000114771	ENSPTRG00000015540
ENSG00000114779	ENSPTRG00000014984
ENSG00000114784	ENSPTRG00000014776
ENSG00000114790	ENSPTRG00000015546
ENSG00000114796	ENSPTRG00000015669
ENSG00000114805	ENSPTRG00000015551
ENSG00000114812	ENSPTRG00000043801
ENSG00000114841	ENSPTRG00000014996
ENSG00000114850	ENSPTRG00000048398
ENSG00000114853	ENSPTRG00000014798
ENSG00000114854	ENSPTRG00000015000
ENSG00000114857	ENSPTRG00000014797
ENSG00000114859	ENSPTRG00000015692
ENSG00000114861	ENSPTRG00000015101
ENSG00000114867	ENSPTRG00000015690
ENSG00000114902	ENSPTRG00000015011
ENSG00000114904	ENSPTRG00000049205
ENSG00000114923	ENSPTRG00000012966
ENSG00000114933	ENSPTRG00000012841
ENSG00000114942	ENSPTRG00000049619
ENSG00000114948	ENSPTRG00000012846
ENSG00000114956	ENSPTRG00000012074
ENSG00000114978	ENSPTRG00000012079
ENSG00000114982	ENSPTRG00000012235
ENSG00000114988	ENSPTRG00000012239
ENSG00000114993	ENSPTRG00000012086
ENSG00000114999	ENSPTRG00000012365
ENSG00000115008	ENSPTRG00000012371
ENSG00000115009	ENSPTRG00000012999
ENSG00000115020	ENSPTRG00000012866
ENSG00000115041	ENSPTRG00000012213
ENSG00000115042	ENSPTRG00000050697
ENSG00000115053	ENSPTRG00000013025
ENSG00000115073	ENSPTRG00000012258
ENSG00000115073	ENSPTRG00000043584
ENSG00000115084	ENSPTRG00000012387
ENSG00000115085	ENSPTRG00000012259
ENSG00000115107	ENSPTRG00000012399
ENSG00000115109	ENSPTRG00000012408
ENSG00000115112	ENSPTRG00000012415
ENSG00000115128	ENSPTRG00000011709
ENSG00000115129	ENSPTRG00000011710
ENSG00000115137	ENSPTRG00000011719
ENSG00000115138	ENSPTRG00000011721
ENSG00000115145	ENSPTRG00000012540
ENSG00000115155	ENSPTRG00000050060
ENSG00000115159	ENSPTRG00000012549
ENSG00000115163	ENSPTRG00000011740
ENSG00000115165	ENSPTRG00000012553
ENSG00000115170	ENSPTRG00000012555
ENSG00000115183	ENSPTRG00000012561
ENSG00000115194	ENSPTRG00000011757
ENSG00000115204	ENSPTRG00000011761
ENSG00000115207	ENSPTRG00000011763
ENSG00000115211	ENSPTRG00000011765
ENSG00000115216	ENSPTRG00000011769
ENSG00000115221	ENSPTRG00000012571
ENSG00000115226	ENSPTRG00000011772
ENSG00000115232	ENSPTRG00000012700
ENSG00000115233	ENSPTRG00000012575
ENSG00000115234	ENSPTRG00000011766
ENSG00000115239	ENSPTRG00000011916
ENSG00000115241	ENSPTRG00000011768
ENSG00000115252	ENSPTRG00000012706
ENSG00000115255	ENSPTRG00000042733
ENSG00000115257	ENSPTRG00000010204
ENSG00000115263	ENSPTRG00000012580
ENSG00000115266	ENSPTRG00000051842
ENSG00000115267	ENSPTRG00000012582
ENSG00000115268	ENSPTRG00000049946
ENSG00000115271	ENSPTRG00000012583
ENSG00000115274	ENSPTRG00000042535
ENSG00000115275	ENSPTRG00000012089
ENSG00000115282	ENSPTRG00000012091
ENSG00000115286	ENSPTRG00000010196
ENSG00000115289	ENSPTRG00000012094
ENSG00000115290	ENSPTRG00000012587
ENSG00000115295	ENSPTRG00000011795
ENSG00000115297	ENSPTRG00000012095
ENSG00000115306	ENSPTRG00000011924
ENSG00000115307	ENSPTRG00000012097
ENSG00000115310	ENSPTRG00000011926
ENSG00000115317	ENSPTRG00000012098
ENSG00000115318	ENSPTRG00000012099
ENSG00000115325	ENSPTRG00000012100
ENSG00000115339	ENSPTRG00000012593
ENSG00000115350	ENSPTRG00000012105
ENSG00000115353	ENSPTRG00000012106
ENSG00000115355	ENSPTRG00000011931
ENSG00000115361	ENSPTRG00000012876
ENSG00000115363	ENSPTRG00000012107
ENSG00000115364	ENSPTRG00000012108
ENSG00000115365	ENSPTRG00000012880
ENSG00000115368	ENSPTRG00000012730
ENSG00000115380	ENSPTRG00000042961
ENSG00000115386	ENSPTRG00000012114
ENSG00000115392	ENSPTRG00000011942
ENSG00000115414	ENSPTRG00000012892
ENSG00000115415	ENSPTRG00000012749
ENSG00000115419	ENSPTRG00000012747
ENSG00000115421	ENSPTRG00000011948
ENSG00000115423	ENSPTRG00000012125
ENSG00000115425	ENSPTRG00000012894
ENSG00000115446	ENSPTRG00000012268
ENSG00000115457	ENSPTRG00000012901
ENSG00000115459	ENSPTRG00000012131
ENSG00000115461	ENSPTRG00000012903
ENSG00000115464	ENSPTRG00000011959
ENSG00000115468	ENSPTRG00000045721
ENSG00000115474	ENSPTRG00000013046
ENSG00000115484	ENSPTRG00000011965
ENSG00000115486	ENSPTRG00000012135
ENSG00000115488	ENSPTRG00000013049
ENSG00000115504	ENSPTRG00000011969
ENSG00000115507	ENSPTRG00000011972
ENSG00000115514	ENSPTRG00000012278
ENSG00000115520	ENSPTRG00000012772
ENSG00000115523	ENSPTRG00000012143
ENSG00000115524	ENSPTRG00000012771
ENSG00000115525	ENSPTRG00000012146
ENSG00000115526	ENSPTRG00000012284
ENSG00000115539	ENSPTRG00000044725
ENSG00000115539	ENSPTRG00000047153
ENSG00000115540	ENSPTRG00000012775
ENSG00000115548	ENSPTRG00000012155
ENSG00000115556	ENSPTRG00000012922
ENSG00000115561	ENSPTRG00000012156
ENSG00000115568	ENSPTRG00000012923
ENSG00000115590	ENSPTRG00000012297
ENSG00000115592	ENSPTRG00000012929
ENSG00000115593	ENSPTRG00000012168
ENSG00000115594	ENSPTRG00000012299
ENSG00000115596	ENSPTRG00000045565
ENSG00000115598	ENSPTRG00000012300
ENSG00000115602	ENSPTRG00000044716
ENSG00000115604	ENSPTRG00000012302
ENSG00000115607	ENSPTRG00000012303
ENSG00000115616	ENSPTRG00000012305
ENSG00000115641	ENSPTRG00000012315
ENSG00000115648	ENSPTRG00000013075
ENSG00000115649	ENSPTRG00000012941
ENSG00000115652	ENSPTRG00000012318
ENSG00000115657	ENSPTRG00000012945
ENSG00000115661	ENSPTRG00000012948
ENSG00000115665	ENSPTRG00000012325
ENSG00000115677	ENSPTRG00000013121
ENSG00000115685	ENSPTRG00000013118
ENSG00000115687	ENSPTRG00000013117
ENSG00000115694	ENSPTRG00000013125
ENSG00000115705	ENSPTRG00000049999
ENSG00000115718	ENSPTRG00000012428
ENSG00000115738	ENSPTRG00000011632
ENSG00000115750	ENSPTRG00000011642
ENSG00000115756	ENSPTRG00000011649
ENSG00000115758	ENSPTRG00000011650
ENSG00000115760	ENSPTRG00000011819
ENSG00000115761	ENSPTRG00000011651
ENSG00000115762	ENSPTRG00000012461
ENSG00000115806	ENSPTRG00000012628
ENSG00000115808	ENSPTRG00000011830
ENSG00000115816	ENSPTRG00000011836
ENSG00000115825	ENSPTRG00000011838
ENSG00000115827	ENSPTRG00000012632
ENSG00000115828	ENSPTRG00000011839
ENSG00000115839	ENSPTRG00000012491
ENSG00000115840	ENSPTRG00000012636
ENSG00000115844	ENSPTRG00000012640
ENSG00000115850	ENSPTRG00000012497
ENSG00000115866	ENSPTRG00000012500
ENSG00000115875	ENSPTRG00000011851
ENSG00000115884	ENSPTRG00000044887
ENSG00000115896	ENSPTRG00000012778
ENSG00000115902	ENSPTRG00000011985
ENSG00000115904	ENSPTRG00000011857
ENSG00000115919	ENSPTRG00000012509
ENSG00000115942	ENSPTRG00000012795
ENSG00000115944	ENSPTRG00000011865
ENSG00000115946	ENSPTRG00000011999
ENSG00000115947	ENSPTRG00000012515
ENSG00000115956	ENSPTRG00000012003
ENSG00000115963	ENSPTRG00000012527
ENSG00000115966	ENSPTRG00000012660
ENSG00000115970	ENSPTRG00000011873
ENSG00000115977	ENSPTRG00000012018
ENSG00000115993	ENSPTRG00000012804
ENSG00000115998	ENSPTRG00000012026
ENSG00000116001	ENSPTRG00000023495
ENSG00000116005	ENSPTRG00000012028
ENSG00000116014	ENSPTRG00000010170
ENSG00000116016	ENSPTRG00000011891
ENSG00000116017	ENSPTRG00000010173
ENSG00000116030	ENSPTRG00000012817
ENSG00000116031	ENSPTRG00000012036
ENSG00000116032	ENSPTRG00000010175
ENSG00000116035	ENSPTRG00000012037
ENSG00000116039	ENSPTRG00000012038
ENSG00000116044	ENSPTRG00000012677
ENSG00000116062	ENSPTRG00000011906
ENSG00000116095	ENSPTRG00000012690
ENSG00000116096	ENSPTRG00000050402
ENSG00000116106	ENSPTRG00000012967
ENSG00000116117	ENSPTRG00000012838
ENSG00000116120	ENSPTRG00000012974
ENSG00000116127	ENSPTRG00000012063
ENSG00000116128	ENSPTRG00000001222
ENSG00000116132	ENSPTRG00000001668
ENSG00000116133	ENSPTRG00000000779
ENSG00000116138	ENSPTRG00000000201
ENSG00000116141	ENSPTRG00000002000
ENSG00000116147	ENSPTRG00000001709
ENSG00000116151	ENSPTRG00000000048
ENSG00000116157	ENSPTRG00000000741
ENSG00000116161	ENSPTRG00000001705
ENSG00000116171	ENSPTRG00000000748
ENSG00000116176	ENSPTRG00000052026
ENSG00000116183	ENSPTRG00000001712
ENSG00000116191	ENSPTRG00000001722
ENSG00000116194	ENSPTRG00000001724
ENSG00000116198	ENSPTRG00000000069
ENSG00000116199	ENSPTRG00000001725
ENSG00000116205	ENSPTRG00000000765
ENSG00000116209	ENSPTRG00000000764
ENSG00000116212	ENSPTRG00000000763
ENSG00000116213	ENSPTRG00000000064
ENSG00000116218	ENSPTRG00000001731
ENSG00000116221	ENSPTRG00000000769
ENSG00000116237	ENSPTRG00000000079
ENSG00000116251	ENSPTRG00000000076
ENSG00000116254	ENSPTRG00000000075
ENSG00000116260	ENSPTRG00000001739
ENSG00000116266	ENSPTRG00000001034
ENSG00000116273	ENSPTRG00000000092
ENSG00000116285	ENSPTRG00000000103
ENSG00000116288	ENSPTRG00000000102
ENSG00000116299	ENSPTRG00000001042
ENSG00000116329	ENSPTRG00000000440
ENSG00000116337	ENSPTRG00000001057
ENSG00000116350	ENSPTRG00000000445
ENSG00000116353	ENSPTRG00000000446
ENSG00000116396	ENSPTRG00000001073
ENSG00000116406	ENSPTRG00000001773
ENSG00000116455	ENSPTRG00000001098
ENSG00000116459	ENSPTRG00000001099
ENSG00000116473	ENSPTRG00000001102
ENSG00000116478	ENSPTRG00000044722
ENSG00000116497	ENSPTRG00000000492
ENSG00000116514	ENSPTRG00000000496
ENSG00000116521	ENSPTRG00000001418
ENSG00000116525	ENSPTRG00000000502
ENSG00000116539	ENSPTRG00000001425
ENSG00000116544	ENSPTRG00000000514
ENSG00000116560	ENSPTRG00000000518
ENSG00000116574	ENSPTRG00000045909
ENSG00000116580	ENSPTRG00000001433
ENSG00000116584	ENSPTRG00000001441
ENSG00000116586	ENSPTRG00000001445
ENSG00000116586	ENSPTRG00000048190
ENSG00000116604	ENSPTRG00000001460
ENSG00000116641	ENSPTRG00000000811
ENSG00000116649	ENSPTRG00000000138
ENSG00000116649	ENSPTRG00000045817
ENSG00000116661	ENSPTRG00000000146
ENSG00000116663	ENSPTRG00000000148
ENSG00000116667	ENSPTRG00000052438
ENSG00000116668	ENSPTRG00000001777
ENSG00000116670	ENSPTRG00000000149
ENSG00000116675	ENSPTRG00000000829
ENSG00000116678	ENSPTRG00000034314
ENSG00000116679	ENSPTRG00000001779
ENSG00000116685	ENSPTRG00000044518
ENSG00000116685	ENSPTRG00000044617
ENSG00000116685	ENSPTRG00000050358
ENSG00000116688	ENSPTRG00000000159
ENSG00000116690	ENSPTRG00000046189
ENSG00000116691	ENSPTRG00000000160
ENSG00000116698	ENSPTRG00000001764
ENSG00000116701	ENSPTRG00000001766
ENSG00000116703	ENSPTRG00000001785
ENSG00000116704	ENSPTRG00000000838
ENSG00000116711	ENSPTRG00000001787
ENSG00000116717	ENSPTRG00000000842
ENSG00000116721	ENSPTRG00000030823
ENSG00000116726	ENSPTRG00000030821
ENSG00000116729	ENSPTRG00000000845
ENSG00000116731	ENSPTRG00000000185
ENSG00000116741	ENSPTRG00000001792
ENSG00000116745	ENSPTRG00000000846
ENSG00000116747	ENSPTRG00000001794
ENSG00000116748	ENSPTRG00000001139
ENSG00000116750	ENSPTRG00000001793
ENSG00000116752	ENSPTRG00000001136
ENSG00000116754	ENSPTRG00000000852
ENSG00000116761	ENSPTRG00000000854
ENSG00000116771	ENSPTRG00000000202
ENSG00000116774	ENSPTRG00000001131
ENSG00000116783	ENSPTRG00000000861
ENSG00000116785	ENSPTRG00000001800
ENSG00000116786	ENSPTRG00000000205
ENSG00000116791	ENSPTRG00000000865
ENSG00000116793	ENSPTRG00000001123
ENSG00000116809	ENSPTRG00000000211
ENSG00000116815	ENSPTRG00000001153
ENSG00000116819	ENSPTRG00000000523
ENSG00000116824	ENSPTRG00000001157
ENSG00000116830	ENSPTRG00000001162
ENSG00000116833	ENSPTRG00000001818
ENSG00000116852	ENSPTRG00000001825
ENSG00000116857	ENSPTRG00000001829
ENSG00000116863	ENSPTRG00000000531
ENSG00000116871	ENSPTRG00000000534
ENSG00000116874	ENSPTRG00000001173
ENSG00000116882	ENSPTRG00000001174
ENSG00000116885	ENSPTRG00000000540
ENSG00000116898	ENSPTRG00000000541
ENSG00000116903	ENSPTRG00000002108
ENSG00000116906	ENSPTRG00000002107
ENSG00000116918	ENSPTRG00000002111
ENSG00000116922	ENSPTRG00000000551
ENSG00000116954	ENSPTRG00000000564
ENSG00000116962	ENSPTRG00000002135
ENSG00000116977	ENSPTRG00000002140
ENSG00000116981	ENSPTRG00000000575
ENSG00000116983	ENSPTRG00000000576
ENSG00000116984	ENSPTRG00000002145
ENSG00000116985	ENSPTRG00000000578
ENSG00000116990	ENSPTRG00000000580
ENSG00000116991	ENSPTRG00000002114
ENSG00000116996	ENSPTRG00000002151
ENSG00000117000	ENSPTRG00000000585
ENSG00000117009	ENSPTRG00000002164
ENSG00000117010	ENSPTRG00000000593
ENSG00000117013	ENSPTRG00000000597
ENSG00000117016	ENSPTRG00000000594
ENSG00000117020	ENSPTRG00000002174
ENSG00000117036	ENSPTRG00000049741
ENSG00000117054	ENSPTRG00000000871
ENSG00000117069	ENSPTRG00000000877
ENSG00000117090	ENSPTRG00000001556
ENSG00000117091	ENSPTRG00000001557
ENSG00000117114	ENSPTRG00000000896
ENSG00000117115	ENSPTRG00000000243
ENSG00000117118	ENSPTRG00000000242
ENSG00000117122	ENSPTRG00000000239
ENSG00000117133	ENSPTRG00000000901
ENSG00000117139	ENSPTRG00000001856
ENSG00000117143	ENSPTRG00000001602
ENSG00000117148	ENSPTRG00000000249
ENSG00000117151	ENSPTRG00000000904
ENSG00000117152	ENSPTRG00000001608
ENSG00000117153	ENSPTRG00000001861
ENSG00000117154	ENSPTRG00000000250
ENSG00000117155	ENSPTRG00000000906
ENSG00000117174	ENSPTRG00000000917
