ENSG00000000003	ENSPPYG00000020538
ENSG00000129028	ENSPPYG00000006605
ENSG00000129038	ENSPPYG00000006629
ENSG00000129048	ENSPPYG00000014107
ENSG00000129055	ENSPPYG00000038984
ENSG00000129071	ENSPPYG00000013417
ENSG00000129083	ENSPPYG00000003467
ENSG00000129084	ENSPPYG00000011749
ENSG00000129103	ENSPPYG00000017544
ENSG00000129116	ENSPPYG00000015186
ENSG00000129128	ENSPPYG00000038635
ENSG00000129151	ENSPPYG00000003407
ENSG00000129152	ENSPPYG00000003449
ENSG00000129158	ENSPPYG00000003446
ENSG00000129159	ENSPPYG00000003448
ENSG00000129167	ENSPPYG00000003445
ENSG00000129170	ENSPPYG00000003425
ENSG00000129173	ENSPPYG00000003424
ENSG00000129187	ENSPPYG00000015223
ENSG00000129194	ENSPPYG00000007929
ENSG00000129195	ENSPPYG00000007877
ENSG00000129197	ENSPPYG00000007868
ENSG00000129204	ENSPPYG00000008942
ENSG00000129204	ENSPPYG00000041269
ENSG00000129214	ENSPPYG00000007932
ENSG00000129219	ENSPPYG00000007845
ENSG00000129221	ENSPPYG00000007876
ENSG00000129226	ENSPPYG00000007927
ENSG00000129235	ENSPPYG00000032819
ENSG00000129244	ENSPPYG00000007933
ENSG00000129245	ENSPPYG00000007930
ENSG00000129250	ENSPPYG00000007855
ENSG00000129255	ENSPPYG00000007928
ENSG00000129292	ENSPPYG00000018891
ENSG00000129295	ENSPPYG00000018889
ENSG00000129315	ENSPPYG00000036637
ENSG00000129317	ENSPPYG00000004426
ENSG00000129347	ENSPPYG00000009556
ENSG00000129351	ENSPPYG00000029648
ENSG00000129353	ENSPPYG00000009559
ENSG00000129354	ENSPPYG00000009558
ENSG00000129355	ENSPPYG00000009557
ENSG00000129422	ENSPPYG00000018390
ENSG00000129437	ENSPPYG00000010309
ENSG00000129450	ENSPPYG00000010311
ENSG00000129451	ENSPPYG00000010306
ENSG00000129455	ENSPPYG00000010304
ENSG00000129460	ENSPPYG00000005670
ENSG00000129465	ENSPPYG00000005703
ENSG00000129467	ENSPPYG00000005702
ENSG00000129472	ENSPPYG00000005597
ENSG00000129474	ENSPPYG00000005652
ENSG00000129480	ENSPPYG00000036770
ENSG00000129484	ENSPPYG00000005562
ENSG00000129493	ENSPPYG00000005725
ENSG00000129514	ENSPPYG00000005758
ENSG00000129515	ENSPPYG00000005736
ENSG00000129518	ENSPPYG00000005735
ENSG00000129521	ENSPPYG00000005732
ENSG00000129534	ENSPPYG00000005782
ENSG00000129535	ENSPPYG00000036389
ENSG00000129538	ENSPPYG00000031225
ENSG00000129562	ENSPPYG00000005638
ENSG00000129566	ENSPPYG00000005563
ENSG00000129595	ENSPPYG00000015683
ENSG00000129596	ENSPPYG00000015698
ENSG00000129625	ENSPPYG00000015687
ENSG00000129636	ENSPPYG00000007324
ENSG00000129646	ENSPPYG00000008655
ENSG00000129654	ENSPPYG00000008652
ENSG00000129657	ENSPPYG00000008673
ENSG00000129667	ENSPPYG00000008660
ENSG00000129673	ENSPPYG00000008659
ENSG00000129675	ENSPPYG00000020769
ENSG00000129680	ENSPPYG00000020762
ENSG00000129691	ENSPPYG00000018519
ENSG00000129696	ENSPPYG00000018502
ENSG00000129744	ENSPPYG00000003633
ENSG00000129749	ENSPPYG00000003632
ENSG00000129757	ENSPPYG00000002934
ENSG00000129810	ENSPPYG00000014071
ENSG00000129862	ENSPPYG00000020103
ENSG00000129862	ENSPPYG00000020107
ENSG00000129862	ENSPPYG00000020110
ENSG00000129862	ENSPPYG00000034528
ENSG00000129862	ENSPPYG00000034844
ENSG00000129864	ENSPPYG00000020103
ENSG00000129864	ENSPPYG00000020107
ENSG00000129864	ENSPPYG00000020110
ENSG00000129864	ENSPPYG00000034528
ENSG00000129864	ENSPPYG00000034844
ENSG00000129910	ENSPPYG00000007660
ENSG00000129911	ENSPPYG00000035888
ENSG00000129925	ENSPPYG00000006907
ENSG00000129932	ENSPPYG00000009373
ENSG00000129933	ENSPPYG00000009767
ENSG00000129951	ENSPPYG00000009290
ENSG00000129968	ENSPPYG00000009331
ENSG00000129988	ENSPPYG00000031422
ENSG00000129990	ENSPPYG00000010404
ENSG00000129993	ENSPPYG00000007656
ENSG00000130005	ENSPPYG00000009315
ENSG00000130021	ENSPPYG00000020105
ENSG00000130023	ENSPPYG00000017186
ENSG00000130024	ENSPPYG00000017185
ENSG00000130032	ENSPPYG00000020822
ENSG00000130035	ENSPPYG00000004172
ENSG00000130037	ENSPPYG00000004176
ENSG00000130038	ENSPPYG00000004160
ENSG00000130045	ENSPPYG00000019356
ENSG00000130052	ENSPPYG00000020428
ENSG00000130054	ENSPPYG00000020431
ENSG00000130055	ENSPPYG00000020439
ENSG00000130066	ENSPPYG00000020190
ENSG00000130119	ENSPPYG00000020383
ENSG00000130147	ENSPPYG00000013300
ENSG00000130150	ENSPPYG00000020139
ENSG00000130158	ENSPPYG00000009572
ENSG00000130159	ENSPPYG00000009585
ENSG00000130164	ENSPPYG00000009569
ENSG00000130167	ENSPPYG00000009574
ENSG00000130173	ENSPPYG00000009573
ENSG00000130175	ENSPPYG00000009582
ENSG00000130176	ENSPPYG00000010542
ENSG00000130177	ENSPPYG00000005535
ENSG00000130182	ENSPPYG00000007033
ENSG00000130193	ENSPPYG00000018921
ENSG00000130202	ENSPPYG00000010098
ENSG00000130203	ENSPPYG00000010099
ENSG00000130204	ENSPPYG00000025858
ENSG00000130208	ENSPPYG00000010100
ENSG00000130222	ENSPPYG00000036630
ENSG00000130224	ENSPPYG00000020646
ENSG00000130226	ENSPPYG00000018209
ENSG00000130227	ENSPPYG00000018407
ENSG00000130234	ENSPPYG00000020146
ENSG00000130244	ENSPPYG00000009934
ENSG00000130254	ENSPPYG00000009427
ENSG00000130255	ENSPPYG00000009431
ENSG00000130270	ENSPPYG00000009329
ENSG00000130287	ENSPPYG00000009763
ENSG00000130294	ENSPPYG00000013343
ENSG00000130299	ENSPPYG00000009711
ENSG00000130300	ENSPPYG00000009712
ENSG00000130303	ENSPPYG00000029692
ENSG00000130304	ENSPPYG00000009716
ENSG00000130305	ENSPPYG00000017508
ENSG00000130307	ENSPPYG00000009704
ENSG00000130309	ENSPPYG00000009719
ENSG00000130311	ENSPPYG00000031398
ENSG00000130313	ENSPPYG00000009717
ENSG00000130332	ENSPPYG00000009348
ENSG00000130338	ENSPPYG00000017133
ENSG00000130340	ENSPPYG00000017129
ENSG00000130347	ENSPPYG00000016882
ENSG00000130348	ENSPPYG00000016883
ENSG00000130349	ENSPPYG00000016885
ENSG00000130363	ENSPPYG00000017140
ENSG00000130368	ENSPPYG00000017261
ENSG00000130377	ENSPPYG00000009446
ENSG00000130382	ENSPPYG00000009447
ENSG00000130383	ENSPPYG00000009438
ENSG00000130385	ENSPPYG00000020354
ENSG00000130396	ENSPPYG00000017176
ENSG00000130402	ENSPPYG00000009939
ENSG00000130413	ENSPPYG00000003507
ENSG00000130414	ENSPPYG00000013332
ENSG00000130427	ENSPPYG00000017427
ENSG00000130429	ENSPPYG00000017374
ENSG00000130433	ENSPPYG00000010367
ENSG00000130449	ENSPPYG00000025925
ENSG00000130475	ENSPPYG00000009722
ENSG00000130477	ENSPPYG00000009720
ENSG00000130479	ENSPPYG00000009721
ENSG00000130487	ENSPPYG00000011993
ENSG00000130508	ENSPPYG00000012688
ENSG00000130511	ENSPPYG00000009741
ENSG00000130513	ENSPPYG00000009739
ENSG00000130517	ENSPPYG00000034816
ENSG00000130518	ENSPPYG00000009735
ENSG00000130520	ENSPPYG00000009736
ENSG00000130522	ENSPPYG00000030870
ENSG00000130528	ENSPPYG00000010238
ENSG00000130529	ENSPPYG00000010239
ENSG00000130538	ENSPPYG00000034253
ENSG00000130538	ENSPPYG00000037040
ENSG00000130538	ENSPPYG00000039850
ENSG00000130540	ENSPPYG00000011916
ENSG00000130544	ENSPPYG00000009470
ENSG00000130545	ENSPPYG00000009457
ENSG00000130558	ENSPPYG00000019752
ENSG00000130559	ENSPPYG00000019763
ENSG00000130560	ENSPPYG00000019764
ENSG00000130561	ENSPPYG00000013290
ENSG00000130584	ENSPPYG00000011247
ENSG00000130590	ENSPPYG00000011255
ENSG00000130592	ENSPPYG00000002915
ENSG00000130595	ENSPPYG00000002917
ENSG00000130598	ENSPPYG00000002914
ENSG00000130635	ENSPPYG00000035225
ENSG00000130638	ENSPPYG00000011937
ENSG00000130640	ENSPPYG00000002789
ENSG00000130643	ENSPPYG00000019924
ENSG00000130649	ENSPPYG00000002795
ENSG00000130653	ENSPPYG00000037523
ENSG00000130656	ENSPPYG00000032144
ENSG00000130656	ENSPPYG00000036894
ENSG00000130669	ENSPPYG00000009955
ENSG00000130675	ENSPPYG00000018223
ENSG00000130684	ENSPPYG00000010790
ENSG00000130695	ENSPPYG00000001690
ENSG00000130699	ENSPPYG00000029916
ENSG00000130700	ENSPPYG00000011208
ENSG00000130701	ENSPPYG00000011207
ENSG00000130703	ENSPPYG00000011201
ENSG00000130707	ENSPPYG00000019692
ENSG00000130711	ENSPPYG00000019694
ENSG00000130713	ENSPPYG00000019695
ENSG00000130714	ENSPPYG00000019703
ENSG00000130717	ENSPPYG00000019704
ENSG00000130720	ENSPPYG00000019871
ENSG00000130724	ENSPPYG00000009981
ENSG00000130725	ENSPPYG00000010512
ENSG00000130726	ENSPPYG00000010510
ENSG00000130731	ENSPPYG00000006916
ENSG00000130733	ENSPPYG00000009566
ENSG00000130734	ENSPPYG00000036362
ENSG00000130741	ENSPPYG00000020194
ENSG00000130748	ENSPPYG00000032917
ENSG00000130749	ENSPPYG00000010167
ENSG00000130751	ENSPPYG00000010165
ENSG00000130755	ENSPPYG00000009962
ENSG00000130758	ENSPPYG00000009985
ENSG00000130762	ENSPPYG00000001967
ENSG00000130764	ENSPPYG00000001960
ENSG00000130766	ENSPPYG00000001643
ENSG00000130768	ENSPPYG00000001650
ENSG00000130770	ENSPPYG00000001644
ENSG00000130772	ENSPPYG00000001642
ENSG00000130775	ENSPPYG00000001652
ENSG00000130779	ENSPPYG00000005067
ENSG00000130783	ENSPPYG00000005074
ENSG00000130787	ENSPPYG00000005075
ENSG00000130803	ENSPPYG00000009520
ENSG00000130810	ENSPPYG00000030196
ENSG00000130811	ENSPPYG00000009544
ENSG00000130812	ENSPPYG00000009542
ENSG00000130813	ENSPPYG00000009541
ENSG00000130816	ENSPPYG00000009545
ENSG00000130818	ENSPPYG00000009529
ENSG00000130821	ENSPPYG00000037616
ENSG00000130822	ENSPPYG00000020848
ENSG00000130826	ENSPPYG00000020892
ENSG00000130829	ENSPPYG00000020847
ENSG00000130830	ENSPPYG00000020893
ENSG00000130844	ENSPPYG00000010360
ENSG00000130856	ENSPPYG00000009250
ENSG00000130876	ENSPPYG00000009827
ENSG00000130881	ENSPPYG00000009826
ENSG00000130921	ENSPPYG00000038126
ENSG00000130935	ENSPPYG00000008567
ENSG00000130939	ENSPPYG00000001903
ENSG00000130943	ENSPPYG00000011945
ENSG00000130948	ENSPPYG00000019414
ENSG00000130950	ENSPPYG00000019397
ENSG00000130956	ENSPPYG00000029705
ENSG00000130957	ENSPPYG00000019404
ENSG00000130958	ENSPPYG00000019415
ENSG00000130985	ENSPPYG00000020287
ENSG00000130988	ENSPPYG00000020283
ENSG00000130997	ENSPPYG00000014538
ENSG00000131013	ENSPPYG00000029525
ENSG00000131016	ENSPPYG00000017106
ENSG00000131018	ENSPPYG00000017113
ENSG00000131019	ENSPPYG00000017268
ENSG00000131023	ENSPPYG00000017091
ENSG00000131037	ENSPPYG00000010399
ENSG00000131042	ENSPPYG00000029596
ENSG00000131043	ENSPPYG00000010969
ENSG00000131044	ENSPPYG00000010896
ENSG00000131050	ENSPPYG00000010915
ENSG00000131051	ENSPPYG00000010963
ENSG00000131055	ENSPPYG00000029465
ENSG00000131059	ENSPPYG00000010917
ENSG00000131061	ENSPPYG00000010930
ENSG00000131067	ENSPPYG00000010942
ENSG00000131068	ENSPPYG00000010880
ENSG00000131069	ENSPPYG00000010943
ENSG00000131080	ENSPPYG00000020424
ENSG00000131089	ENSPPYG00000020410
ENSG00000131094	ENSPPYG00000040305
ENSG00000131095	ENSPPYG00000008318
ENSG00000131096	ENSPPYG00000020350
ENSG00000131097	ENSPPYG00000008322
ENSG00000131100	ENSPPYG00000011560
ENSG00000131115	ENSPPYG00000010559
ENSG00000131116	ENSPPYG00000010069
ENSG00000131126	ENSPPYG00000010057
ENSG00000131142	ENSPPYG00000009497
ENSG00000131143	ENSPPYG00000007619
ENSG00000131148	ENSPPYG00000007618
ENSG00000131149	ENSPPYG00000007615
ENSG00000131153	ENSPPYG00000034717
ENSG00000131165	ENSPPYG00000007667
ENSG00000131171	ENSPPYG00000020509
ENSG00000131174	ENSPPYG00000020494
ENSG00000131183	ENSPPYG00000016089
ENSG00000131187	ENSPPYG00000016091
ENSG00000131188	ENSPPYG00000016093
ENSG00000131196	ENSPPYG00000009255
ENSG00000131203	ENSPPYG00000018537
ENSG00000131233	ENSPPYG00000001514
ENSG00000131236	ENSPPYG00000001496
ENSG00000131238	ENSPPYG00000030814
ENSG00000131242	ENSPPYG00000008152
ENSG00000131263	ENSPPYG00000020481
ENSG00000131264	ENSPPYG00000020472
ENSG00000131269	ENSPPYG00000020483
ENSG00000131323	ENSPPYG00000006162
ENSG00000131351	ENSPPYG00000009700
ENSG00000131355	ENSPPYG00000009651
ENSG00000131368	ENSPPYG00000032891
ENSG00000131370	ENSPPYG00000014091
ENSG00000131373	ENSPPYG00000014087
ENSG00000131374	ENSPPYG00000014078
ENSG00000131375	ENSPPYG00000014092
ENSG00000131378	ENSPPYG00000014081
ENSG00000131379	ENSPPYG00000013406
ENSG00000131381	ENSPPYG00000013410
ENSG00000131386	ENSPPYG00000014084
ENSG00000131389	ENSPPYG00000013403
ENSG00000131398	ENSPPYG00000010279
ENSG00000131400	ENSPPYG00000031024
ENSG00000131408	ENSPPYG00000010280
ENSG00000131409	ENSPPYG00000038402
ENSG00000131435	ENSPPYG00000015756
ENSG00000131437	ENSPPYG00000015767
ENSG00000131446	ENSPPYG00000016140
ENSG00000131459	ENSPPYG00000016136
ENSG00000131467	ENSPPYG00000008372
ENSG00000131469	ENSPPYG00000035488
ENSG00000131470	ENSPPYG00000035946
ENSG00000131471	ENSPPYG00000008370
ENSG00000131473	ENSPPYG00000029534
ENSG00000131475	ENSPPYG00000008377
ENSG00000131477	ENSPPYG00000008378
ENSG00000131480	ENSPPYG00000008371
ENSG00000131482	ENSPPYG00000030947
ENSG00000131495	ENSPPYG00000034183
ENSG00000131503	ENSPPYG00000015854
ENSG00000131504	ENSPPYG00000015888
ENSG00000131507	ENSPPYG00000015896
ENSG00000131508	ENSPPYG00000015844
ENSG00000131558	ENSPPYG00000018014
ENSG00000131584	ENSPPYG00000002015
ENSG00000131591	ENSPPYG00000030233
ENSG00000131620	ENSPPYG00000002956
ENSG00000131626	ENSPPYG00000025904
ENSG00000131634	ENSPPYG00000006957
ENSG00000131650	ENSPPYG00000007020
ENSG00000131652	ENSPPYG00000007027
ENSG00000131653	ENSPPYG00000006989
ENSG00000131668	ENSPPYG00000032557
ENSG00000131669	ENSPPYG00000019387
ENSG00000131686	ENSPPYG00000001919
ENSG00000131697	ENSPPYG00000001955
ENSG00000131711	ENSPPYG00000030409
ENSG00000131721	ENSPPYG00000020681
ENSG00000131724	ENSPPYG00000020661
ENSG00000131725	ENSPPYG00000020659
ENSG00000131730	ENSPPYG00000015603
ENSG00000131732	ENSPPYG00000015604
ENSG00000131737	ENSPPYG00000037963
ENSG00000131738	ENSPPYG00000040710
ENSG00000131746	ENSPPYG00000040458
ENSG00000131747	ENSPPYG00000008460
ENSG00000131748	ENSPPYG00000008483
ENSG00000131759	ENSPPYG00000008462
ENSG00000131771	ENSPPYG00000008484
ENSG00000131773	ENSPPYG00000018899
ENSG00000131778	ENSPPYG00000000946
ENSG00000131779	ENSPPYG00000000931
ENSG00000131781	ENSPPYG00000000944
ENSG00000131788	ENSPPYG00000000934
ENSG00000131791	ENSPPYG00000000943
ENSG00000131808	ENSPPYG00000003397
ENSG00000131828	ENSPPYG00000020171
ENSG00000131831	ENSPPYG00000020163
ENSG00000131844	ENSPPYG00000015539
ENSG00000131845	ENSPPYG00000010462
ENSG00000131848	ENSPPYG00000039088
ENSG00000131849	ENSPPYG00000010504
ENSG00000131864	ENSPPYG00000039982
ENSG00000131871	ENSPPYG00000006826
ENSG00000131873	ENSPPYG00000006825
ENSG00000131876	ENSPPYG00000006827
ENSG00000131899	ENSPPYG00000008045
ENSG00000131910	ENSPPYG00000001674
ENSG00000131914	ENSPPYG00000001684
ENSG00000131931	ENSPPYG00000034807
ENSG00000131941	ENSPPYG00000009823
ENSG00000131944	ENSPPYG00000033989
ENSG00000131951	ENSPPYG00000005868
ENSG00000131966	ENSPPYG00000005854
ENSG00000131969	ENSPPYG00000005807
ENSG00000131979	ENSPPYG00000005833
ENSG00000131981	ENSPPYG00000005837
ENSG00000132000	ENSPPYG00000030919
ENSG00000132002	ENSPPYG00000009647
ENSG00000132003	ENSPPYG00000039708
ENSG00000132004	ENSPPYG00000009601
ENSG00000132005	ENSPPYG00000009631
ENSG00000132010	ENSPPYG00000009592
ENSG00000132016	ENSPPYG00000009628
ENSG00000132017	ENSPPYG00000009630
ENSG00000132024	ENSPPYG00000009629
ENSG00000132026	ENSPPYG00000009609
ENSG00000132031	ENSPPYG00000012621
ENSG00000132109	ENSPPYG00000003621
ENSG00000132122	ENSPPYG00000001372
ENSG00000132128	ENSPPYG00000001397
ENSG00000132141	ENSPPYG00000008174
ENSG00000132153	ENSPPYG00000013914
ENSG00000132155	ENSPPYG00000013388
ENSG00000132164	ENSPPYG00000013656
ENSG00000132170	ENSPPYG00000013648
ENSG00000132182	ENSPPYG00000013394
ENSG00000132185	ENSPPYG00000000592
ENSG00000132196	ENSPPYG00000000578
ENSG00000132199	ENSPPYG00000009044
ENSG00000132254	ENSPPYG00000003542
ENSG00000132256	ENSPPYG00000003564
ENSG00000132259	ENSPPYG00000003549
ENSG00000132274	ENSPPYG00000003563
ENSG00000132275	ENSPPYG00000003538
ENSG00000132286	ENSPPYG00000003541
ENSG00000132294	ENSPPYG00000018886
ENSG00000132297	ENSPPYG00000033263
ENSG00000132300	ENSPPYG00000012216
ENSG00000132305	ENSPPYG00000039510
ENSG00000132313	ENSPPYG00000032949
ENSG00000132321	ENSPPYG00000013305
ENSG00000132323	ENSPPYG00000013320
ENSG00000132326	ENSPPYG00000013324
ENSG00000132329	ENSPPYG00000030772
ENSG00000132330	ENSPPYG00000013316
ENSG00000132334	ENSPPYG00000002762
ENSG00000132341	ENSPPYG00000040933
ENSG00000132356	ENSPPYG00000015421
ENSG00000132357	ENSPPYG00000015423
ENSG00000132359	ENSPPYG00000007798
ENSG00000132361	ENSPPYG00000007797
ENSG00000132376	ENSPPYG00000007772
ENSG00000132382	ENSPPYG00000007834
ENSG00000132383	ENSPPYG00000036571
ENSG00000132386	ENSPPYG00000007783
ENSG00000132388	ENSPPYG00000007831
ENSG00000132394	ENSPPYG00000013436
ENSG00000132405	ENSPPYG00000014578
ENSG00000132406	ENSPPYG00000034463
ENSG00000132423	ENSPPYG00000016863
ENSG00000132424	ENSPPYG00000025884
ENSG00000132429	ENSPPYG00000016878
ENSG00000132432	ENSPPYG00000017551
ENSG00000132434	ENSPPYG00000038587
ENSG00000132436	ENSPPYG00000017560
ENSG00000132437	ENSPPYG00000017558
ENSG00000132446	ENSPPYG00000020221
ENSG00000132463	ENSPPYG00000014812
ENSG00000132464	ENSPPYG00000014808
ENSG00000132465	ENSPPYG00000014809
ENSG00000132466	ENSPPYG00000014821
ENSG00000132467	ENSPPYG00000014810
ENSG00000132470	ENSPPYG00000008634
ENSG00000132471	ENSPPYG00000008640
ENSG00000132475	ENSPPYG00000000168
ENSG00000132478	ENSPPYG00000008637
ENSG00000132481	ENSPPYG00000008641
ENSG00000132485	ENSPPYG00000001240
ENSG00000132507	ENSPPYG00000007907
ENSG00000132514	ENSPPYG00000007894
ENSG00000132517	ENSPPYG00000007858
ENSG00000132518	ENSPPYG00000007945
ENSG00000132522	ENSPPYG00000035492
ENSG00000132530	ENSPPYG00000007884
ENSG00000132535	ENSPPYG00000007897
ENSG00000132541	ENSPPYG00000018776
ENSG00000132549	ENSPPYG00000018782
ENSG00000132554	ENSPPYG00000018784
ENSG00000132561	ENSPPYG00000018773
ENSG00000132563	ENSPPYG00000015828
ENSG00000132570	ENSPPYG00000015795
ENSG00000132581	ENSPPYG00000008104
ENSG00000132589	ENSPPYG00000008114
ENSG00000132591	ENSPPYG00000008113
ENSG00000132600	ENSPPYG00000007488
ENSG00000132603	ENSPPYG00000036346
ENSG00000132604	ENSPPYG00000007505
ENSG00000132612	ENSPPYG00000007500
ENSG00000132613	ENSPPYG00000007536
ENSG00000132622	ENSPPYG00000010814
ENSG00000132623	ENSPPYG00000010704
ENSG00000132631	ENSPPYG00000010741
ENSG00000132635	ENSPPYG00000010833
ENSG00000132639	ENSPPYG00000010705
ENSG00000132640	ENSPPYG00000010711
ENSG00000132646	ENSPPYG00000010795
ENSG00000132661	ENSPPYG00000010765
ENSG00000132664	ENSPPYG00000010737
ENSG00000132669	ENSPPYG00000010745
ENSG00000132670	ENSPPYG00000010831
ENSG00000132671	ENSPPYG00000010761
ENSG00000132676	ENSPPYG00000000742
ENSG00000132677	ENSPPYG00000000718
ENSG00000132680	ENSPPYG00000000736
ENSG00000132681	ENSPPYG00000000640
ENSG00000132688	ENSPPYG00000000708
ENSG00000132692	ENSPPYG00000000709
ENSG00000132693	ENSPPYG00000000655
ENSG00000132694	ENSPPYG00000000695
ENSG00000132698	ENSPPYG00000000730
ENSG00000132702	ENSPPYG00000000710
ENSG00000132703	ENSPPYG00000000657
ENSG00000132704	ENSPPYG00000000689
ENSG00000132716	ENSPPYG00000000637
ENSG00000132718	ENSPPYG00000039531
ENSG00000132740	ENSPPYG00000002965
ENSG00000132744	ENSPPYG00000002980
ENSG00000132746	ENSPPYG00000038703
ENSG00000132749	ENSPPYG00000002968
ENSG00000132763	ENSPPYG00000001412
ENSG00000132768	ENSPPYG00000001439
ENSG00000132773	ENSPPYG00000001414
ENSG00000132780	ENSPPYG00000001409
ENSG00000132781	ENSPPYG00000001415
ENSG00000132792	ENSPPYG00000010989
ENSG00000132793	ENSPPYG00000011013
ENSG00000132801	ENSPPYG00000011075
ENSG00000132819	ENSPPYG00000041798
ENSG00000132821	ENSPPYG00000040380
ENSG00000132823	ENSPPYG00000011027
ENSG00000132824	ENSPPYG00000011035
ENSG00000132825	ENSPPYG00000011187
ENSG00000132837	ENSPPYG00000015584
ENSG00000132840	ENSPPYG00000015585
ENSG00000132842	ENSPPYG00000015580
ENSG00000132846	ENSPPYG00000015575
ENSG00000132849	ENSPPYG00000001287
ENSG00000132854	ENSPPYG00000001285
ENSG00000132855	ENSPPYG00000001283
ENSG00000132872	ENSPPYG00000009122
ENSG00000132874	ENSPPYG00000009124
ENSG00000132881	ENSPPYG00000034532
ENSG00000132906	ENSPPYG00000001844
ENSG00000132911	ENSPPYG00000031597
ENSG00000132912	ENSPPYG00000036615
ENSG00000132915	ENSPPYG00000015939
ENSG00000132932	ENSPPYG00000005224
ENSG00000132938	ENSPPYG00000005249
ENSG00000132950	ENSPPYG00000005187
ENSG00000132952	ENSPPYG00000005543
ENSG00000132953	ENSPPYG00000005196
ENSG00000132958	ENSPPYG00000032322
ENSG00000132958	ENSPPYG00000040040
ENSG00000132963	ENSPPYG00000005247
ENSG00000132964	ENSPPYG00000005229
ENSG00000132965	ENSPPYG00000005255
ENSG00000132970	ENSPPYG00000005230
ENSG00000132972	ENSPPYG00000005215
ENSG00000132975	ENSPPYG00000005231
ENSG00000133019	ENSPPYG00000000076
ENSG00000133020	ENSPPYG00000007980
ENSG00000133026	ENSPPYG00000007963
ENSG00000133027	ENSPPYG00000008033
ENSG00000133028	ENSPPYG00000033150
ENSG00000133030	ENSPPYG00000008027
ENSG00000133048	ENSPPYG00000000335
ENSG00000133055	ENSPPYG00000000336
ENSG00000133056	ENSPPYG00000000316
ENSG00000133059	ENSPPYG00000000309
ENSG00000133063	ENSPPYG00000000334
ENSG00000133065	ENSPPYG00000000297
ENSG00000133067	ENSPPYG00000000350
ENSG00000133069	ENSPPYG00000041531
ENSG00000133083	ENSPPYG00000005275
ENSG00000133101	ENSPPYG00000005281
ENSG00000133103	ENSPPYG00000005301
ENSG00000133104	ENSPPYG00000005279
ENSG00000133105	ENSPPYG00000005260
ENSG00000133106	ENSPPYG00000005322
ENSG00000133107	ENSPPYG00000005292
ENSG00000133110	ENSPPYG00000005291
ENSG00000133111	ENSPPYG00000005284
ENSG00000133112	ENSPPYG00000005335
ENSG00000133112	ENSPPYG00000030990
ENSG00000133115	ENSPPYG00000005297
ENSG00000133116	ENSPPYG00000005270
ENSG00000133119	ENSPPYG00000005272
ENSG00000133121	ENSPPYG00000005271
ENSG00000133124	ENSPPYG00000020623
ENSG00000133131	ENSPPYG00000020608
ENSG00000133134	ENSPPYG00000020578
ENSG00000133135	ENSPPYG00000020604
ENSG00000133136	ENSPPYG00000020630
ENSG00000133138	ENSPPYG00000020605
ENSG00000133142	ENSPPYG00000020584
ENSG00000133169	ENSPPYG00000020573
ENSG00000133193	ENSPPYG00000035801
ENSG00000133195	ENSPPYG00000008584
ENSG00000133216	ENSPPYG00000029431
ENSG00000133226	ENSPPYG00000001716
ENSG00000133243	ENSPPYG00000009335
ENSG00000133247	ENSPPYG00000010412
ENSG00000133250	ENSPPYG00000009508
ENSG00000133256	ENSPPYG00000014504
ENSG00000133265	ENSPPYG00000010409
ENSG00000133275	ENSPPYG00000009334
ENSG00000133302	ENSPPYG00000015634
ENSG00000133313	ENSPPYG00000009243
ENSG00000133315	ENSPPYG00000003119
ENSG00000133316	ENSPPYG00000003141
ENSG00000133317	ENSPPYG00000003132
